,Province/State,Country_Region,Last Update,Confirmed,Deaths,Recovered,Date,Latitude,Longitude,FIPS,Admin2,Province_State,Last_Update,Lat,Long_,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio,Incident_Rate,Case_Fatality_Ratio
100,,India,,62808.0,2101.0,19301.0,2020-05-09,,,,,,2020-05-10 02:32:30,20.593684,78.96288,41406.0,India,,,,
101,,India,,67161.0,2212.0,20969.0,2020-05-10,,,,,,2020-05-11 02:32:30,20.593684,78.96288,43980.0,India,,,,
102,,India,,70768.0,2294.0,22549.0,2020-05-11,,,,,,2020-05-12 03:32:27,20.593684,78.96288,45925.0,India,,,,
103,,India,,74292.0,2415.0,24420.0,2020-05-12,,,,,,2020-05-13 03:32:26,20.593684,78.96288,47457.0,India,,,,
104,,India,,78055.0,2551.0,26400.0,2020-05-13,,,,,,2020-05-14 03:32:28,20.593684,78.96288,49104.0,India,,,,
105,,India,,81997.0,2649.0,27969.0,2020-05-14,,,,,,2020-05-15 02:33:02,20.593684,78.96288,51379.0,India,,,,
106,,India,,85784.0,2753.0,30258.0,2020-05-15,,,,,,2020-05-16 02:32:19,20.593684,78.96288,52773.0,India,,,,
107,,India,,90648.0,2871.0,34224.0,2020-05-16,,,,,,2020-05-17 02:32:32,20.593684,78.96288,53553.0,India,,,,
108,,India,,95698.0,3025.0,36795.0,2020-05-17,,,,,,2020-05-18 02:32:21,20.593684,78.96288,55878.0,India,,,,
109,,India,,100328.0,3156.0,39233.0,2020-05-18,,,,,,2020-05-19 02:32:18,20.593684,78.96288,57939.0,India,,,,
110,,India,,106475.0,3302.0,42309.0,2020-05-19,,,,,,2020-05-20 02:32:19,20.593684,78.96288,60864.0,India,,,,
111,,India,,112028.0,3434.0,45422.0,2020-05-20,,,,,,2020-05-21 02:32:48,20.593684,78.96288,63172.0,India,,,,
112,,India,,118226.0,3584.0,48553.0,2020-05-21,,,,,,2020-05-22 02:36:51,20.593684,78.96288,66089.0,India,,,,
113,,India,,124794.0,3726.0,51824.0,2020-05-22,,,,,,2020-05-23 02:32:42,20.593684,78.96288,69244.0,India,,,,
114,,India,,131423.0,3868.0,54385.0,2020-05-23,,,,,,2020-05-24 02:32:43,20.593684,78.96288,73170.0,India,,,,
115,,India,,138536.0,4024.0,57692.0,2020-05-24,,,,,,2020-05-25 02:32:44,20.593684,78.96288,76820.0,India,,,,
116,,India,,144950.0,4172.0,60706.0,2020-05-25,,,,,,2020-05-26 02:32:35,20.593684,78.96288,80072.0,India,,,,
117,,India,,150793.0,4344.0,64277.0,2020-05-26,,,,,,2020-05-27 02:32:31,20.593684,78.96288,82172.0,India,,,,
118,,India,,158086.0,4534.0,67749.0,2020-05-27,,,,,,2020-05-28 02:32:31,20.593684,78.96288,85803.0,India,,,,
119,,India,,165386.0,4711.0,70920.0,2020-05-28,,,,,,2020-05-29 02:32:50,20.593684,78.96288,89755.0,India,,,,
120,,India,,173491.0,4980.0,82627.0,2020-05-29,,,,,,2020-05-30 02:32:48,20.593684,78.96288,85884.0,India,12.571771646942992,2.870465903130422,,
121,,India,,181827.0,5185.0,86936.0,2020-05-30,,,,,,2020-05-31 02:32:45,20.593684,78.96288,89706.0,India,13.175827698547494,2.851611696832704,,
122,,India,,190609.0,5408.0,91852.0,2020-05-31,,,,,,2020-06-01 02:32:46,20.593684,78.96288,93349.0,India,13.812202488037746,2.837221747136809,,
123,,India,,198370.0,5608.0,95754.0,2020-06-01,,,,,,2020-06-02 02:33:08,20.593684,78.96288,97008.0,India,14.374592005372504,2.82704037908958,,
124,,India,,207191.0,5829.0,100285.0,2020-06-02,,,,,,2020-06-03 02:33:13,20.593684,78.96288,101077.0,India,15.013792872839314,2.8133461395523938,,
125,,India,,216824.0,6088.0,104071.0,2020-06-03,,,,,,2020-06-04 02:33:14,20.593684,78.96288,106665.0,India,15.711834133048788,2.8078072538095413,,
126,,India,,226713.0,6363.0,108450.0,2020-06-04,,,,,,2020-06-05 02:33:06,20.593684,78.96288,111900.0,India,16.42842605895053,2.806632173717431,,
127,,India,,236184.0,6649.0,113233.0,2020-06-05,,,,,,2020-06-06 02:33:00,20.593684,78.96288,116302.0,India,17.114728226026614,2.815177996816041,,
128,,India,,246622.0,6946.0,118695.0,2020-06-06,,,,,,2020-06-07 03:53:30,20.593684,78.96288,120981.0,India,17.87110263421373,2.816455952834702,,
129,,India,,257486.0,7207.0,123848.0,2020-06-07,,,,,,2020-06-08 03:33:22,20.593684,78.96288,126431.0,India,18.658346509529387,2.7989871293973265,,
130,,India,,265928.0,7473.0,129095.0,2020-06-08,,,,,,2020-06-09 03:33:03,20.593684,78.96288,129360.0,India,19.270083696147097,2.810159140820072,,
131,,India,,276146.0,7750.0,134670.0,2020-06-09,,,,,,2020-06-10 04:07:00,20.593684,78.96288,133726.0,India,20.01051612600492,2.8064864238482543,,
132,,India,,33.0,0.0,33.0,2020-06-10,,,,,Andaman and Nicobar Islands,2020-06-11 03:33:41,11.225999,92.968178,0.0,"Andaman and Nicobar Islands, India",7.912985929272293,0.0,,
133,,India,,5070.0,77.0,2802.0,2020-06-10,,,,,Andhra Pradesh,2020-06-11 03:33:41,15.9129,79.74,2191.0,"Andhra Pradesh, India",9.405715888793864,1.5187376725838264,,
134,,India,,57.0,0.0,1.0,2020-06-10,,,,,Arunachal Pradesh,2020-06-11 03:33:41,27.768456,96.384277,56.0,"Arunachal Pradesh, India",3.629514447377771,0.0,,
135,,India,,2937.0,4.0,1085.0,2020-06-10,,,,,Assam,2020-06-11 03:33:41,26.357149,92.830441,1848.0,"Assam, India",8.248369093537939,0.1361933946203609,,
136,,India,,5459.0,32.0,2864.0,2020-06-10,,,,,Bihar,2020-06-11 03:33:41,25.679658,85.60484,2563.0,"Bihar, India",4.374201311625778,0.5861879465103499,,
137,,India,,323.0,5.0,286.0,2020-06-10,,,,,Chandigarh,2020-06-11 03:33:41,30.733839,76.76827800000002,32.0,"Chandigarh, India",27.881530255776354,1.547987616099071,,
138,,India,,1240.0,6.0,386.0,2020-06-10,,,,,Chhattisgarh,2020-06-11 03:33:41,21.264705,82.035366,848.0,"Chhattisgarh, India",4.2124958185033945,0.4838709677419355,,
139,,India,,22.0,0.0,2.0,2020-06-10,,,,,Dadar Nagar Haveli,2020-06-11 03:33:41,20.194742,73.080901,20.0,"Dadar Nagar Haveli, India",3.573029474244954,0.0,,
140,,India,,31309.0,905.0,11861.0,2020-06-10,,,,,Delhi,2020-06-11 03:33:41,28.646519,77.10898,18543.0,"Delhi, India",167.33007598449717,2.8905426554664797,,
141,,India,,359.0,0.0,67.0,2020-06-10,,,,,Goa,2020-06-11 03:33:41,15.359682,74.057396,292.0,"Goa, India",22.63199369582348,0.0,,
142,,India,,21014.0,1313.0,14365.0,2020-06-10,,,,,Gujarat,2020-06-11 03:33:41,22.694884,71.590923,5336.0,"Gujarat, India",32.89996982890842,6.248215475397354,,
143,,India,,5209.0,45.0,2134.0,2020-06-10,,,,,Haryana,2020-06-11 03:33:41,29.20004,76.332824,3030.0,"Haryana, India",18.46855835192244,0.8638894221539642,,
144,,India,,445.0,5.0,249.0,2020-06-10,,,,,Himachal Pradesh,2020-06-11 03:33:41,31.927213,77.233081,191.0,"Himachal Pradesh, India",5.971587321716248,1.1235955056179776,,
145,,India,,4346.0,48.0,1506.0,2020-06-10,,,,,Jammu and Kashmir,2020-06-11 03:33:41,33.75943,76.612638,2792.0,"Jammu and Kashmir, India",31.94103916415313,1.1044638748274276,,
146,,India,,1411.0,8.0,559.0,2020-06-10,,,,,Jharkhand,2020-06-11 03:33:41,23.654536,85.557631,844.0,"Jharkhand, India",3.656013631981885,0.5669737774627923,,
147,,India,,5921.0,66.0,2604.0,2020-06-10,,,,,Karnataka,2020-06-11 03:33:41,14.70518,76.166436,3251.0,"Karnataka, India",8.76371315373696,1.114676574902888,,
148,,India,,2096.0,16.0,848.0,2020-06-10,,,,,Kerala,2020-06-11 03:33:41,10.450898,76.405749,1232.0,"Kerala, India",5.87124006388559,0.7633587786259542,,
149,,India,,108.0,1.0,52.0,2020-06-10,,,,,Ladakh,2020-06-11 03:33:41,34.1526,77.5771,55.0,"Ladakh, India",39.37452832596277,0.925925925925926,,
150,,India,,9849.0,420.0,6729.0,2020-06-10,,,,,Madhya Pradesh,2020-06-11 03:33:41,23.541513,78.289633,2700.0,"Madhya Pradesh, India",11.538331093869283,4.264392324093817,,
151,,India,,90787.0,3289.0,42638.0,2020-06-10,,,,,Maharashtra,2020-06-11 03:33:41,19.449759,76.108221,44860.0,"Maharashtra, India",73.72412427337335,3.622765373897144,,
152,,India,,304.0,0.0,61.0,2020-06-10,,,,,Manipur,2020-06-11 03:33:41,24.738975,93.882541,243.0,"Manipur, India",9.833271066732006,0.0,,
153,,India,,43.0,1.0,13.0,2020-06-10,,,,,Meghalaya,2020-06-11 03:33:41,25.536934,91.278882,29.0,"Meghalaya, India",1.2772112834191245,2.3255813953488373,,
154,,India,,88.0,0.0,1.0,2020-06-10,,,,,Mizoram,2020-06-11 03:33:41,23.309381,92.83822,87.0,"Mizoram, India",7.101103576051205,0.0,,
155,,India,,127.0,0.0,10.0,2020-06-10,,,,,Nagaland,2020-06-11 03:33:41,26.06702,94.470302,117.0,"Nagaland, India",5.645209683979384,0.0,,
156,,India,,3140.0,9.0,2133.0,2020-06-10,,,,,Odisha,2020-06-11 03:33:41,20.505428,84.418059,998.0,"Odisha, India",6.773615877390132,0.286624203821656,,
157,,India,,127.0,0.0,52.0,2020-06-10,,,,,Puducherry,2020-06-11 03:33:41,11.882658,78.86498,75.0,"Puducherry, India",8.984522568130272,0.0,,
158,,India,,2719.0,55.0,2167.0,2020-06-10,,,,,Punjab,2020-06-11 03:33:41,30.841465000000003,75.40879,497.0,"Punjab, India",9.020823304897226,2.022802500919456,,
159,,India,,11245.0,255.0,8328.0,2020-06-10,,,,,Rajasthan,2020-06-11 03:33:41,26.583423,73.847973,2662.0,"Rajasthan, India",13.87711569092814,2.267674522009782,,
160,,India,,13.0,0.0,0.0,2020-06-10,,,,,Sikkim,2020-06-11 03:33:41,27.571671,88.472712,13.0,"Sikkim, India",1.883372860017588,0.0,,
161,,India,,34914.0,307.0,18325.0,2020-06-10,,,,,Tamil Nadu,2020-06-11 03:33:41,11.006091,78.400624,16282.0,"Tamil Nadu, India",44.852815666528144,0.8793034312883085,,
162,,India,,3920.0,148.0,1809.0,2020-06-10,,,,,Telangana,2020-06-11 03:33:41,18.1124,79.0193,1963.0,"Telangana, India",9.958658357351824,3.7755102040816326,,
163,,India,,864.0,1.0,192.0,2020-06-10,,,,,Tripura,2020-06-11 03:33:41,23.746783,91.743565,671.0,"Tripura, India",20.72044806050371,0.1157407407407407,,
164,,India,,9227.0,0.0,0.0,2020-06-10,,,,,Unknown,2020-06-11 03:33:41,,,9227.0,"Unknown, India",,0.0,,
165,,India,,11335.0,301.0,6669.0,2020-06-10,,,,,Uttar Pradesh,2020-06-11 03:33:41,26.925425,80.560982,4365.0,"Uttar Pradesh, India",4.764952982609393,2.6554918394353773,,
166,,India,,1537.0,13.0,755.0,2020-06-10,,,,,Uttarakhand,2020-06-11 03:33:41,30.156447,79.197608,769.0,"Uttarakhand, India",13.661180329535757,0.8458035133376708,,
167,,India,,8985.0,415.0,3620.0,2020-06-10,,,,,West Bengal,2020-06-11 03:33:41,23.814082,87.979803,4950.0,"West Bengal, India",9.020241814160672,4.618809126321647,,
168,,India,,38.0,0.0,33.0,2020-06-11,,,,,Andaman and Nicobar Islands,2020-06-12 05:09:52,11.225999,92.968178,5.0,"Andaman and Nicobar Islands, India",9.111923191283246,0.0,,
169,,India,,5429.0,80.0,3048.0,2020-06-11,,,,,Andhra Pradesh,2020-06-12 05:09:52,15.9129,79.74,2301.0,"Andhra Pradesh, India",10.071722201235088,1.4735678762202984,,
170,,India,,61.0,0.0,4.0,2020-06-11,,,,,Arunachal Pradesh,2020-06-12 05:09:52,27.768456,96.384277,57.0,"Arunachal Pradesh, India",3.884217215614808,0.0,,
171,,India,,3319.0,6.0,1432.0,2020-06-11,,,,,Assam,2020-06-12 05:09:52,26.357149,92.830441,1881.0,"Assam, India",9.32119067805666,0.1807773425730642,,
172,,India,,5983.0,36.0,3266.0,2020-06-11,,,,,Bihar,2020-06-12 05:09:52,25.679658,85.60484,2681.0,"Bihar, India",4.794073355460163,0.6017048303526659,,
173,,India,,332.0,5.0,286.0,2020-06-11,,,,,Chandigarh,2020-06-12 05:09:52,30.733839,76.76827800000002,41.0,"Chandigarh, India",28.658414999745357,1.5060240963855422,,
174,,India,,1398.0,6.0,447.0,2020-06-11,,,,,Chhattisgarh,2020-06-12 05:09:52,21.264705,82.035366,945.0,"Chhattisgarh, India",4.74924931795786,0.4291845493562232,,
175,,India,,30.0,0.0,2.0,2020-06-11,,,,,Dadra and Nagar Haveli and Daman and Diu,2020-06-12 05:09:52,20.194742,73.080901,28.0,"Dadra and Nagar Haveli and Daman and Diu, India",4.872312919424937,0.0,,
176,,India,,34687.0,1085.0,12731.0,2020-06-11,,,,,Delhi,2020-06-12 05:09:52,28.646519,77.10898,20871.0,"Delhi, India",185.3837026310088,3.127973015827255,,
177,,India,,417.0,0.0,67.0,2020-06-11,,,,,Goa,2020-06-12 05:09:52,15.359682,74.057396,350.0,"Goa, India",26.28841607565012,0.0,,
178,,India,,22032.0,1385.0,15101.0,2020-06-11,,,,,Gujarat,2020-06-12 05:09:52,22.694884,71.590923,5546.0,"Gujarat, India",34.49377249788285,6.286310820624546,,
179,,India,,5968.0,64.0,2260.0,2020-06-11,,,,,Haryana,2020-06-12 05:09:52,29.20004,76.332824,3644.0,"Haryana, India",21.159599970104264,1.0723860589812333,,
180,,India,,470.0,6.0,280.0,2020-06-11,,,,,Himachal Pradesh,2020-06-12 05:09:52,31.927213,77.233081,184.0,"Himachal Pradesh, India",6.307069755520531,1.2765957446808511,,
181,,India,,4574.0,52.0,1820.0,2020-06-11,,,,,Jammu and Kashmir,2020-06-12 05:09:52,33.75943,76.612638,2702.0,"Jammu and Kashmir, India",33.61673104851275,1.1368605159597729,,
182,,India,,1599.0,8.0,630.0,2020-06-11,,,,,Jharkhand,2020-06-12 05:09:52,23.654536,85.557631,961.0,"Jharkhand, India",4.143136638936239,0.5003126954346466,,
183,,India,,6245.0,72.0,2977.0,2020-06-11,,,,,Karnataka,2020-06-12 05:09:52,14.70518,76.166436,3196.0,"Karnataka, India",9.243267800217415,1.1529223378702962,,
184,,India,,2244.0,18.0,968.0,2020-06-11,,,,,Kerala,2020-06-12 05:09:52,10.450898,76.405749,1258.0,"Kerala, India",6.285812358472932,0.8021390374331551,,
185,,India,,135.0,1.0,54.0,2020-06-11,,,,,Ladakh,2020-06-12 05:09:52,34.1526,77.5771,80.0,"Ladakh, India",49.21816040745345,0.7407407407407407,,
186,,India,,10241.0,431.0,7042.0,2020-06-11,,,,,Madhya Pradesh,2020-06-12 05:09:52,23.541513,78.289633,2768.0,"Madhya Pradesh, India",11.997568152331745,4.208573381505713,,
187,,India,,97648.0,3590.0,46078.0,2020-06-11,,,,,Maharashtra,2020-06-12 05:09:52,19.449759,76.108221,47980.0,"Maharashtra, India",79.29564020230166,3.676470588235294,,
188,,India,,366.0,0.0,73.0,2020-06-11,,,,,Manipur,2020-06-12 05:09:52,24.738975,93.882541,293.0,"Manipur, India",11.838740823762876,0.0,,
189,,India,,44.0,1.0,18.0,2020-06-11,,,,,Meghalaya,2020-06-12 05:09:52,25.536934,91.278882,25.0,"Meghalaya, India",1.3069138714056157,2.272727272727273,,
190,,India,,102.0,0.0,1.0,2020-06-11,,,,,Mizoram,2020-06-12 05:09:52,23.309381,92.83822,101.0,"Mizoram, India",8.230824599513896,0.0,,
